ID,Title,Difficulty,Category,Topics,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topic Categories
258,Delete Node in a Linked List,MEDIUM,Linked List,Linked List,4,"Google, NVIDIA, Oracle, PayPal",24.0,0.8231559199073729,https://leetcode.com/problems/delete-node-in-a-linked-list,Linked List
259,Exclusive Time of Functions,MEDIUM,Array,"Array, Stack",4,"IBM, Linkedln, Meta, Snap",100.0,0.6479177009848633,https://leetcode.com/problems/exclusive-time-of-functions,"Array, Stack"
260,Find K Closest Elements,MEDIUM,Array,"Array, Binary Search, Heap (Priority Queue), Heap / Priority Queue, Queue, Sliding Window, Sorting, Two Pointers",4,"Apple, Atlassian, Linkedln, Meta",63.9,0.486686656754684,https://leetcode.com/problems/find-k-closest-elements,"Array, Binary Search, Queue, Heap / Priority Queue, Sorting, Two Pointers, Sliding Window"
261,Find the Smallest Divisor Given a Threshold,MEDIUM,Array,"Array, Binary Search",4,"DEShaw, IBM, Oracle, PayPal",58.7,0.6364582895334892,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold,"Array, Binary Search"
262,Frequency of the Most Frequent Element,MEDIUM,Array,"Array, Binary Search, Greedy, Prefix Sum, Sliding Window, Sorting",4,"CRED, Meta, Microsoft, Uber",89.4,0.4410334035974388,https://leetcode.com/problems/frequency-of-the-most-frequent-element,"Array, Binary Search, Sorting, Greedy, Sliding Window, Prefix Sum"
263,Graph Valid Tree,MEDIUM,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Union Find",4,"Google, Linkedln, Salesforce, Snowflake",32.4,0.4933560205084969,https://leetcode.com/problems/graph-valid-tree,"Graph, BFS, DFS, Union Find"
264,Gray Code,MEDIUM,Backtracking,"Backtracking, Bit Manipulation, Math",4,"Amazon, Bloomberg, Google, IBM",26.8,61.87%,https://leetcode.com/problems/gray-code,"Backtracking, Bit Manipulation, Math"
265,House Robber II,MEDIUM,Array,"Array, Dynamic Programming",4,"ByteDance, Databricks, Linkedln, Visa",70.8,0.4356271757478365,https://leetcode.com/problems/house-robber-ii,"Array, Dynamic Programming"
266,Longest String Chain,MEDIUM,Array,"Array, Dynamic Programming, Hash Table, Sorting, String, Two Pointers",4,"Atlassian, Citadel, Flipkart, Snap",64.3,62.0%,https://leetcode.com/problems/longest-string-chain,"Array, String, Dynamic Programming, Hash Table, Sorting, Two Pointers"
267,Maximum Profit From Trading Stocks,MEDIUM,Array,"Array, Dynamic Programming",4,"BlackRock, Oracle, Snowflake, Walmart",49.2,0.4659311012728279,https://leetcode.com/problems/maximum-profit-from-trading-stocks,"Array, Dynamic Programming"
268,Minimum Area Rectangle,MEDIUM,Array,"Array, Geometry, Hash Table, Math, Sorting",4,"ByteDance, Flipkart, Google, Snap",53.7,0.5500425559774781,https://leetcode.com/problems/minimum-area-rectangle,"Array, Hash Table, Sorting, Math"
269,Minimum Operations to Reduce an Integer to 0,MEDIUM,Bit Manipulation,"Bit Manipulation, Dynamic Programming, Greedy",4,"IBM, Microsoft, NVIDIA, Salesforce",37.4,0.5730954555475073,https://leetcode.com/problems/minimum-operations-to-reduce-an-integer-to-0,"Dynamic Programming, Greedy, Bit Manipulation"
270,Peak Index in a Mountain Array,MEDIUM,Array,"Array, Binary Search",4,"Bloomberg, ByteDance, DEShaw, Google",34.2,0.675694802801327,https://leetcode.com/problems/peak-index-in-a-mountain-array,"Array, Binary Search"
271,Remove All Adjacent Duplicates in String II,MEDIUM,Stack,"Stack, String",4,"Goldman Sachs, Meta, Oracle, Walmart",29.7,0.5960160384923817,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,"String, Stack"
272,Remove K Digits,MEDIUM,Greedy,"Greedy, Monotonic Stack, Stack, String",4,"Cisco, DEShaw, Snap, Snowflake",34.3,0.3494044611317414,https://leetcode.com/problems/remove-k-digits,"String, Stack, Greedy, Monotonic Stack"
273,Robot Bounded In Circle,MEDIUM,Math,"Math, Simulation, String",4,"Apple, Goldman Sachs, Linkedln, NVIDIA",47.7,0.5622965278408281,https://leetcode.com/problems/robot-bounded-in-circle,"String, Math, Simulation"
274,Second Highest Salary,MEDIUM,Database,Database,4,"Deolite, Google, Visa, Walmart",100.0,0.4386518117872288,https://leetcode.com/problems/second-highest-salary,
275,Shuffle an Array,MEDIUM,Array,"Array, Design, Math, Randomized",4,"JP Morgan, Linkedln, NVIDIA, Uber",100.0,0.5904289804092742,https://leetcode.com/problems/shuffle-an-array,"Array, Math, Design"
276,Sort List,MEDIUM,Divide and Conquer,"Divide and Conquer, Linked List, Merge Sort, Sorting, Two Pointers",4,"ByteDance, Oracle, Palantir, Yahoo",63.6,0.618074922962942,https://leetcode.com/problems/sort-list,"Linked List, Sorting, Two Pointers, Divide and Conquer"
277,Burst Balloons,HARD,Array,"Array, Dynamic Programming",4,"Flipkart, Goldman Sachs, Google, Snap",58.7,0.6131500044712985,https://leetcode.com/problems/burst-balloons,"Array, Dynamic Programming"
278,Count Palindromic Subsequences,HARD,Dynamic Programming,"Dynamic Programming, String",4,"Citadel, Goldman Sachs, Salesforce, Uber",100.0,0.3930934242181234,https://leetcode.com/problems/count-palindromic-subsequences,"String, Dynamic Programming"
279,Design In-Memory File System,HARD,Design,"Design, Hash Table, Sorting, String, Trie",4,"Amazon, Salesforce, Snowflake, Uber",40.6,48.17%,https://leetcode.com/problems/design-in-memory-file-system,"String, Hash Table, Sorting, Trie, Design"
280,Find Servers That Handled Most Number of Requests,HARD,Array,"Array, Greedy, Heap (Priority Queue), Heap / Priority Queue, Ordered Set, Queue",4,"Apple, Cisco, Citadel, Visa",85.1,0.4407547923322684,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,"Array, Queue, Heap / Priority Queue, Greedy"
281,Making A Large Island,HARD,Array,"Array, BFS, Breadth-First Search, DFS, Depth-First Search, Matrix, Union Find",4,"Meta, Snap, Snowflake, Uber",72.8,0.5489035883847789,https://leetcode.com/problems/making-a-large-island,"Array, BFS, DFS, Union Find, Matrix"
282,Maximum Frequency Stack,HARD,Design,"Design, Hash Table, Ordered Set, Stack",4,"PayPal, Salesforce, Snap, Uber",42.1,0.6620493032659615,https://leetcode.com/problems/maximum-frequency-stack,"Hash Table, Stack, Design"
283,Minimum Number of Refueling Stops,HARD,Array,"Array, Dynamic Programming, Greedy, Heap (Priority Queue), Heap / Priority Queue, Queue",4,"DEShaw, Flipkart, Morgan Stanley, Snap",76.5,0.405574587771098,https://leetcode.com/problems/minimum-number-of-refueling-stops,"Array, Dynamic Programming, Queue, Heap / Priority Queue, Greedy"
284,Number of Visible People in a Queue,HARD,Array,"Array, Monotonic Stack, Stack",4,"Google, Linkedln, Oracle, ServiceNow",49.6,0.7129632743660456,https://leetcode.com/problems/number-of-visible-people-in-a-queue,"Array, Stack, Monotonic Stack"
285,Parallel Courses III,HARD,Array,"Array, Dynamic Programming, Graph, Topological Sort",4,"Citadel, Snap, Snowflake, Stripe",65.1,0.6674963944974485,https://leetcode.com/problems/parallel-courses-iii,"Array, Graph, Dynamic Programming"
286,Permutation Sequence,HARD,Math,"Math, Recursion",4,"Adobe, Amazon, Google, Twitter",30.6,0.4994329004732563,https://leetcode.com/problems/permutation-sequence,"Recursion, Math"
287,Reconstruct Itinerary,HARD,DFS,"DFS, Depth-First Search, Eulerian Circuit, Graph",4,"Flipkart, Netflix, Snap, Uber",51.6,0.4360564496598489,https://leetcode.com/problems/reconstruct-itinerary,"Graph, DFS"
288,Robot Room Cleaner,HARD,Backtracking,"Backtracking, Interactive",4,"Citadel, Google, Linkedln, Meta",58.5,0.7752279751307165,https://leetcode.com/problems/robot-room-cleaner,Backtracking
289,Shortest Distance from All Buildings,HARD,Array,"Array, BFS, Breadth-First Search, Matrix",4,"ByteDance, Google, Meta, Snap",80.2,0.4437276667084348,https://leetcode.com/problems/shortest-distance-from-all-buildings,"Array, BFS, Matrix"
290,Sliding Window Median,HARD,Array,"Array, Hash Table, Heap (Priority Queue), Heap / Priority Queue, Queue, Sliding Window",4,"Apple, Flipkart, Meta, Snowflake",47.9,0.3869205915247919,https://leetcode.com/problems/sliding-window-median,"Array, Hash Table, Queue, Heap / Priority Queue, Sliding Window"
291,Article Views I,EASY,Database,Database,3,"Bloomberg, Deolite, Microsoft",34.2,0.7714463570524588,https://leetcode.com/problems/article-views-i,
292,Backspace String Compare,EASY,Simulation,"Simulation, Stack, String, Two Pointers",3,"Goldman Sachs, IBM, Salesforce",64.3,0.4948169719450871,https://leetcode.com/problems/backspace-string-compare,"String, Stack, Two Pointers, Simulation"
293,Count Vowel Substrings of a String,EASY,Hash Table,"Hash Table, String",3,"Oracle, PayPal, Snowflake",56.9,0.7148136172571481,https://leetcode.com/problems/count-vowel-substrings-of-a-string,"String, Hash Table"
294,Flood Fill,EASY,Array,"Array, BFS, Breadth-First Search, DFS, Depth-First Search, Matrix",3,"Amazon, Apple, Palantir",64.0,66.48%,https://leetcode.com/problems/flood-fill,"Array, BFS, DFS, Matrix"
295,Kth Missing Positive Number,EASY,Array,"Array, Binary Search",3,"IBM, Meta, Morgan Stanley",55.4,0.6228370296548049,https://leetcode.com/problems/kth-missing-positive-number,"Array, Binary Search"
296,Last Stone Weight,EASY,Array,"Array, Heap (Priority Queue), Heap / Priority Queue, Queue",3,"Flipkart, NVIDIA, PayPal",43.5,0.6592869343167317,https://leetcode.com/problems/last-stone-weight,"Array, Queue, Heap / Priority Queue"
297,Maximum Difference Between Increasing Elements,EASY,Array,Array,3,"Bloomberg, Cisco, Salesforce",61.5,0.6610053682139234,https://leetcode.com/problems/maximum-difference-between-increasing-elements,Array
298,Number of 1 Bits,EASY,Bit Manipulation,"Bit Manipulation, Divide and Conquer",3,"Cisco, NVIDIA, Qualcomm",34.3,0.7450472188845931,https://leetcode.com/problems/number-of-1-bits,"Bit Manipulation, Divide and Conquer"
299,Power of Two,EASY,Bit Manipulation,"Bit Manipulation, Math, Recursion",3,"Google, Qualcomm, Snap",47.1,0.4838037051534944,https://leetcode.com/problems/power-of-two,"Recursion, Bit Manipulation, Math"
300,Reverse Bits,EASY,Bit Manipulation,"Bit Manipulation, Divide and Conquer",3,"Google, NVIDIA, Qualcomm",19.1,0.6320547566319765,https://leetcode.com/problems/reverse-bits,"Bit Manipulation, Divide and Conquer"
301,Rising Temperature,EASY,Database,Database,3,"Cisco, Deolite, Google",32.0,0.5018283238525565,https://leetcode.com/problems/rising-temperature,
302,Summary Ranges,EASY,Array,Array,3,"Bloomberg, Google, Netflix",38.0,0.5302484768932422,https://leetcode.com/problems/summary-ranges,Array
303,Analyze User Website Visit Pattern,MEDIUM,Array,"Array, Hash Table, Sorting",3,"Amazon, Spotify, Uber",50.9,43.73%,https://leetcode.com/problems/analyze-user-website-visit-pattern,"Array, Hash Table, Sorting"
304,Best Time to Buy and Sell Stock with Transaction Fee,MEDIUM,Array,"Array, Dynamic Programming, Greedy",3,"Apple, Citadel, Goldman Sachs",73.3,0.7050715532641945,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,"Array, Dynamic Programming, Greedy"
305,Binary Tree Vertical Order Traversal,MEDIUM,BFS,"BFS, Binary Tree, Breadth-First Search, DFS, Depth-First Search, Hash Table, Sorting, Tree",3,"Bloomberg, Meta, Snap",38.0,0.5714118828755629,https://leetcode.com/problems/binary-tree-vertical-order-traversal,"Tree, Hash Table, Sorting, BFS, DFS"
306,Car Pooling,MEDIUM,Array,"Array, Heap (Priority Queue), Heap / Priority Queue, Prefix Sum, Queue, Simulation, Sorting",3,"Flipkart, Goldman Sachs, Meta",43.5,0.560495041492097,https://leetcode.com/problems/car-pooling,"Array, Queue, Heap / Priority Queue, Sorting, Simulation, Prefix Sum"
307,Compare Version Numbers,MEDIUM,String,"String, Two Pointers",3,"Apple, ByteDance, Cisco",47.7,0.4234711977763999,https://leetcode.com/problems/compare-version-numbers,"String, Two Pointers"
308,Count Primes,MEDIUM,Array,"Array, Enumeration, Math, Number Theory",3,"Intel, Salesforce, Walmart",76.9,0.347906460282023,https://leetcode.com/problems/count-primes,"Array, Math"
309,Count Vowel Strings in Ranges,MEDIUM,Array,"Array, Prefix Sum, String",3,"Atlassian, IBM, PayPal",43.1,67.9%,https://leetcode.com/problems/count-vowel-strings-in-ranges,"Array, String, Prefix Sum"
310,Design A Leaderboard,MEDIUM,Design,"Design, Hash Table, Sorting",3,"Bloomberg, DEShaw, Databricks",65.5,0.6796263446547431,https://leetcode.com/problems/design-a-leaderboard,"Hash Table, Sorting, Design"
311,Design Add and Search Words Data Structure,MEDIUM,DFS,"DFS, Depth-First Search, Design, String, Trie",3,"Atlassian, Linkedln, Snowflake",43.1,47.1%,https://leetcode.com/problems/design-add-and-search-words-data-structure,"String, Trie, DFS, Design"
312,Design Authentication Manager,MEDIUM,Design,"Design, Doubly-Linked List, Hash Table, Linked List",3,"Linkedln, Oracle, Twitter",77.8,0.5785423458465672,https://leetcode.com/problems/design-authentication-manager,"Hash Table, Linked List, Design"
313,Design Memory Allocator,MEDIUM,Array,"Array, Design, Hash Table, Simulation",3,"ByteDance, Qualcomm, Uber",48.5,0.484441262323071,https://leetcode.com/problems/design-memory-allocator,"Array, Hash Table, Simulation, Design"
314,Dot Product of Two Sparse Vectors,MEDIUM,Array,"Array, Design, Hash Table, Two Pointers",3,"Linkedln, Meta, NVIDIA",32.0,0.899342220834228,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,"Array, Hash Table, Two Pointers, Design"
315,Find All Anagrams in a String,MEDIUM,Hash Table,"Hash Table, Sliding Window, String",3,"Databricks, Intuit, Snowflake",40.7,0.5220071349201708,https://leetcode.com/problems/find-all-anagrams-in-a-string,"String, Hash Table, Sliding Window"
316,Find The Original Array of Prefix Xor,MEDIUM,Array,"Array, Bit Manipulation",3,"IBM, Morgan Stanley, NVIDIA",46.3,0.8810500495257456,https://leetcode.com/problems/find-the-original-array-of-prefix-xor,"Array, Bit Manipulation"
317,Fraction to Recurring Decimal,MEDIUM,Hash Table,"Hash Table, Math, String",3,"Goldman Sachs, Google, ServiceNow",76.5,0.2622353839768554,https://leetcode.com/problems/fraction-to-recurring-decimal,"String, Hash Table, Math"
318,H-Index,MEDIUM,Array,"Array, Counting Sort, Sorting",3,"Bloomberg, ByteDance, NVIDIA",25.6,0.4028673680316871,https://leetcode.com/problems/h-index,"Array, Sorting"
319,Heaters,MEDIUM,Array,"Array, Binary Search, Sorting, Two Pointers",3,"Bloomberg, DEShaw, Intuit",38.0,0.3995299191494197,https://leetcode.com/problems/heaters,"Array, Binary Search, Sorting, Two Pointers"
320,Least Number of Unique Integers after K Removals,MEDIUM,Array,"Array, Counting, Greedy, Hash Table, Sorting",3,"IBM, JP Morgan, Salesforce",37.4,0.6341766250570863,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,"Array, Hash Table, Sorting, Greedy"
321,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,MEDIUM,Array,"Array, Heap (Priority Queue), Heap / Priority Queue, Monotonic Queue, Ordered Set, Queue, Sliding Window",3,"Databricks, Uber, Visa",40.7,0.5675053393759442,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,"Array, Queue, Heap / Priority Queue, Sliding Window"
322,Lowest Common Ancestor of a Binary Tree III,MEDIUM,Binary Tree,"Binary Tree, Hash Table, Tree, Two Pointers",3,"Atlassian, Linkedln, Meta",43.1,82.5%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,"Tree, Hash Table, Two Pointers"
323,Maximize Distance to Closest Person,MEDIUM,Array,Array,3,"Amazon, Snap, Snowflake",50.9,48.99%,https://leetcode.com/problems/maximize-distance-to-closest-person,Array
324,Maximize Greatness of an Array,MEDIUM,Array,"Array, Greedy, Sorting, Two Pointers",3,"BlackRock, NVIDIA, Salesforce",43.3,0.5864617466875623,https://leetcode.com/problems/maximize-greatness-of-an-array,"Array, Sorting, Greedy, Two Pointers"
325,Maximum Number of Events That Can Be Attended,MEDIUM,Array,"Array, Greedy, Heap (Priority Queue), Heap / Priority Queue, Queue, Sorting",3,"PayPal, Snowflake, Visa",68.4,0.3292198182552009,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,"Array, Queue, Heap / Priority Queue, Sorting, Greedy"
326,Maximum Points You Can Obtain from Cards,MEDIUM,Array,"Array, Prefix Sum, Sliding Window",3,"DEShaw, Flipkart, Uber",48.4,0.5563702302112898,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,"Array, Sliding Window, Prefix Sum"
327,Maximum Sum of Distinct Subarrays With Length K,MEDIUM,Array,"Array, Hash Table, Sliding Window",3,"IBM, NVIDIA, Walmart",65.2,0.4263309346710954,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,"Array, Hash Table, Sliding Window"
328,Minimum Add to Make Parentheses Valid,MEDIUM,Greedy,"Greedy, Stack, String",3,"Meta, NVIDIA, Walmart",68.8,0.746908249713867,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,"String, Stack, Greedy"
329,Minimum Cost For Tickets,MEDIUM,Array,"Array, Dynamic Programming",3,"Flipkart, Intuit, Snap",43.5,0.6741371575291961,https://leetcode.com/problems/minimum-cost-for-tickets,"Array, Dynamic Programming"
330,Minimum Equal Sum of Two Arrays After Replacing Zeros,MEDIUM,Array,"Array, Greedy",3,"Amazon, Citadel, Palantir",50.9,50.16%,https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros,"Array, Greedy"
331,Minimum Knight Moves,MEDIUM,BFS,"BFS, Breadth-First Search",3,"Citadel, Linkedln, NVIDIA",94.2,0.4132915677780459,https://leetcode.com/problems/minimum-knight-moves,BFS
332,Nested List Weight Sum,MEDIUM,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search",3,"Linkedln, Meta, Snap",77.8,0.8554000344037734,https://leetcode.com/problems/nested-list-weight-sum,"BFS, DFS"
333,Non-overlapping Intervals,MEDIUM,Array,"Array, Dynamic Programming, Greedy, Sorting",3,"Goldman Sachs, JP Morgan, Snowflake",40.2,0.5550284035532288,https://leetcode.com/problems/non-overlapping-intervals,"Array, Dynamic Programming, Sorting, Greedy"
334,Number of Black Blocks,MEDIUM,Array,"Array, Enumeration, Hash Table",3,"Twitter, Uber, Visa",89.4,0.3861732264480743,https://leetcode.com/problems/number-of-black-blocks,"Array, Hash Table"
335,Number of Distinct Islands,MEDIUM,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Hash Function, Hash Table, Union Find",3,"Oracle, ServiceNow, Snap",56.9,0.6225551999482754,https://leetcode.com/problems/number-of-distinct-islands,"Hash Table, BFS, DFS, Union Find"
