Title,Difficulty,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topics,Topic Categories
Remove All Adjacent Duplicates in String II,MEDIUM,4,"Goldman Sachs, Meta, Oracle, Walmart",29.7,0.5960160384923817,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,"Stack, String","String, Stack"
Remove K Digits,MEDIUM,4,"Cisco, DEShaw, Snap, Snowflake",34.3,0.3494044611317414,https://leetcode.com/problems/remove-k-digits,"Greedy, Monotonic Stack, Stack, String","String, Stack, Greedy, Monotonic Stack"
Robot Bounded In Circle,MEDIUM,4,"Apple, Goldman Sachs, Linkedln, NVIDIA",47.7,0.5622965278408281,https://leetcode.com/problems/robot-bounded-in-circle,"Math, Simulation, String","String, Math, Simulation"
Second Highest Salary,MEDIUM,4,"Deolite, Google, Visa, Walmart",100.0,0.4386518117872288,https://leetcode.com/problems/second-highest-salary,Database,
Shuffle an Array,MEDIUM,4,"JP Morgan, Linkedln, NVIDIA, Uber",100.0,0.5904289804092742,https://leetcode.com/problems/shuffle-an-array,"Array, Design, Math, Randomized","Array, Math, Design"
Sort List,MEDIUM,4,"ByteDance, Oracle, Palantir, Yahoo",63.6,0.618074922962942,https://leetcode.com/problems/sort-list,"Divide and Conquer, Linked List, Merge Sort, Sorting, Two Pointers","Linked List, Sorting, Two Pointers, Divide and Conquer"
Burst Balloons,HARD,4,"Flipkart, Goldman Sachs, Google, Snap",58.7,0.6131500044712985,https://leetcode.com/problems/burst-balloons,"Array, Dynamic Programming","Array, Dynamic Programming"
Count Palindromic Subsequences,HARD,4,"Citadel, Goldman Sachs, Salesforce, Uber",100.0,0.3930934242181234,https://leetcode.com/problems/count-palindromic-subsequences,"Dynamic Programming, String","String, Dynamic Programming"
Design In-Memory File System,HARD,4,"Amazon, Salesforce, Snowflake, Uber",40.6,48.17%,https://leetcode.com/problems/design-in-memory-file-system,"Design, Hash Table, Sorting, String, Trie","String, Hash Table, Sorting, Trie, Design"
Find Servers That Handled Most Number of Requests,HARD,4,"Apple, Cisco, Citadel, Visa",85.1,0.4407547923322684,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,"Array, Greedy, Heap (Priority Queue), Ordered Set","Array, Queue, Heap / Priority Queue, Greedy"
Making A Large Island,HARD,4,"Meta, Snap, Snowflake, Uber",72.8,0.5489035883847789,https://leetcode.com/problems/making-a-large-island,"Array, Breadth-First Search, Depth-First Search, Matrix, Union Find","Array, BFS, DFS, Union Find, Matrix"
Maximum Frequency Stack,HARD,4,"PayPal, Salesforce, Snap, Uber",42.1,0.6620493032659615,https://leetcode.com/problems/maximum-frequency-stack,"Design, Hash Table, Ordered Set, Stack","Hash Table, Stack, Design"
Minimum Number of Refueling Stops,HARD,4,"DEShaw, Flipkart, Morgan Stanley, Snap",76.5,0.405574587771098,https://leetcode.com/problems/minimum-number-of-refueling-stops,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)","Array, Dynamic Programming, Queue, Heap / Priority Queue, Greedy"
Number of Visible People in a Queue,HARD,4,"Google, Linkedln, Oracle, ServiceNow",49.6,0.7129632743660456,https://leetcode.com/problems/number-of-visible-people-in-a-queue,"Array, Monotonic Stack, Stack","Array, Stack, Monotonic Stack"
Parallel Courses III,HARD,4,"Citadel, Snap, Snowflake, Stripe",65.1,0.6674963944974485,https://leetcode.com/problems/parallel-courses-iii,"Array, Dynamic Programming, Graph, Topological Sort","Array, Graph, Dynamic Programming"
Permutation Sequence,HARD,4,"Adobe, Amazon, Google, Twitter",30.6,0.4994329004732563,https://leetcode.com/problems/permutation-sequence,"Math, Recursion","Recursion, Math"
Reconstruct Itinerary,HARD,4,"Flipkart, Netflix, Snap, Uber",51.6,0.4360564496598489,https://leetcode.com/problems/reconstruct-itinerary,"Depth-First Search, Eulerian Circuit, Graph","Graph, DFS"
Robot Room Cleaner,HARD,4,"Citadel, Google, Linkedln, Meta",58.5,0.7752279751307165,https://leetcode.com/problems/robot-room-cleaner,"Backtracking, Interactive",Backtracking
Shortest Distance from All Buildings,HARD,4,"ByteDance, Google, Meta, Snap",80.2,0.4437276667084348,https://leetcode.com/problems/shortest-distance-from-all-buildings,"Array, Breadth-First Search, Matrix","Array, BFS, Matrix"
Sliding Window Median,HARD,4,"Apple, Flipkart, Meta, Snowflake",47.9,0.3869205915247919,https://leetcode.com/problems/sliding-window-median,"Array, Hash Table, Heap (Priority Queue), Sliding Window","Array, Hash Table, Queue, Heap / Priority Queue, Sliding Window"
Article Views I,EASY,3,"Bloomberg, Deolite, Microsoft",34.2,0.7714463570524588,https://leetcode.com/problems/article-views-i,Database,
Backspace String Compare,EASY,3,"Goldman Sachs, IBM, Salesforce",64.3,0.4948169719450871,https://leetcode.com/problems/backspace-string-compare,"Simulation, Stack, String, Two Pointers","String, Stack, Two Pointers, Simulation"
Count Vowel Substrings of a String,EASY,3,"Oracle, PayPal, Snowflake",56.9,0.7148136172571481,https://leetcode.com/problems/count-vowel-substrings-of-a-string,"Hash Table, String","String, Hash Table"
Flood Fill,EASY,3,"Amazon, Apple, Palantir",64.0,66.48%,https://leetcode.com/problems/flood-fill,"Array, Breadth-First Search, Depth-First Search, Matrix","Array, BFS, DFS, Matrix"
Kth Missing Positive Number,EASY,3,"IBM, Meta, Morgan Stanley",55.4,0.6228370296548049,https://leetcode.com/problems/kth-missing-positive-number,"Array, Binary Search","Array, Binary Search"
Last Stone Weight,EASY,3,"Flipkart, NVIDIA, PayPal",43.5,0.6592869343167317,https://leetcode.com/problems/last-stone-weight,"Array, Heap (Priority Queue)","Array, Queue, Heap / Priority Queue"
Maximum Difference Between Increasing Elements,EASY,3,"Bloomberg, Cisco, Salesforce",61.5,0.6610053682139234,https://leetcode.com/problems/maximum-difference-between-increasing-elements,Array,Array
Number of 1 Bits,EASY,3,"Cisco, NVIDIA, Qualcomm",34.3,0.7450472188845931,https://leetcode.com/problems/number-of-1-bits,"Bit Manipulation, Divide and Conquer","Bit Manipulation, Divide and Conquer"
Power of Two,EASY,3,"Google, Qualcomm, Snap",47.1,0.4838037051534944,https://leetcode.com/problems/power-of-two,"Bit Manipulation, Math, Recursion","Recursion, Bit Manipulation, Math"
Reverse Bits,EASY,3,"Google, NVIDIA, Qualcomm",19.1,0.6320547566319765,https://leetcode.com/problems/reverse-bits,"Bit Manipulation, Divide and Conquer","Bit Manipulation, Divide and Conquer"
Rising Temperature,EASY,3,"Cisco, Deolite, Google",32.0,0.5018283238525565,https://leetcode.com/problems/rising-temperature,Database,
Summary Ranges,EASY,3,"Bloomberg, Google, Netflix",38.0,0.5302484768932422,https://leetcode.com/problems/summary-ranges,Array,Array
Analyze User Website Visit Pattern,MEDIUM,3,"Amazon, Spotify, Uber",50.9,43.73%,https://leetcode.com/problems/analyze-user-website-visit-pattern,"Array, Hash Table, Sorting","Array, Hash Table, Sorting"
Best Time to Buy and Sell Stock with Transaction Fee,MEDIUM,3,"Apple, Citadel, Goldman Sachs",73.3,0.7050715532641945,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,"Array, Dynamic Programming, Greedy","Array, Dynamic Programming, Greedy"
Binary Tree Vertical Order Traversal,MEDIUM,3,"Bloomberg, Meta, Snap",38.0,0.5714118828755629,https://leetcode.com/problems/binary-tree-vertical-order-traversal,"Binary Tree, Breadth-First Search, Depth-First Search, Hash Table, Sorting, Tree","Tree, Hash Table, Sorting, BFS, DFS"
Car Pooling,MEDIUM,3,"Flipkart, Goldman Sachs, Meta",43.5,0.560495041492097,https://leetcode.com/problems/car-pooling,"Array, Heap (Priority Queue), Prefix Sum, Simulation, Sorting","Array, Queue, Heap / Priority Queue, Sorting, Simulation, Prefix Sum"
Compare Version Numbers,MEDIUM,3,"Apple, ByteDance, Cisco",47.7,0.4234711977763999,https://leetcode.com/problems/compare-version-numbers,"String, Two Pointers","String, Two Pointers"
Count Primes,MEDIUM,3,"Intel, Salesforce, Walmart",76.9,0.347906460282023,https://leetcode.com/problems/count-primes,"Array, Enumeration, Math, Number Theory","Array, Math"
Count Vowel Strings in Ranges,MEDIUM,3,"Atlassian, IBM, PayPal",43.1,67.9%,https://leetcode.com/problems/count-vowel-strings-in-ranges,"Array, Prefix Sum, String","Array, String, Prefix Sum"
Design A Leaderboard,MEDIUM,3,"Bloomberg, DEShaw, Databricks",65.5,0.6796263446547431,https://leetcode.com/problems/design-a-leaderboard,"Design, Hash Table, Sorting","Hash Table, Sorting, Design"
Design Add and Search Words Data Structure,MEDIUM,3,"Atlassian, Linkedln, Snowflake",43.1,47.1%,https://leetcode.com/problems/design-add-and-search-words-data-structure,"Depth-First Search, Design, String, Trie","String, Trie, DFS, Design"
Design Authentication Manager,MEDIUM,3,"Linkedln, Oracle, Twitter",77.8,0.5785423458465672,https://leetcode.com/problems/design-authentication-manager,"Design, Doubly-Linked List, Hash Table, Linked List","Hash Table, Linked List, Design"
Design Memory Allocator,MEDIUM,3,"ByteDance, Qualcomm, Uber",48.5,0.484441262323071,https://leetcode.com/problems/design-memory-allocator,"Array, Design, Hash Table, Simulation","Array, Hash Table, Simulation, Design"
Dot Product of Two Sparse Vectors,MEDIUM,3,"Linkedln, Meta, NVIDIA",32.0,0.899342220834228,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,"Array, Design, Hash Table, Two Pointers","Array, Hash Table, Two Pointers, Design"
Find All Anagrams in a String,MEDIUM,3,"Databricks, Intuit, Snowflake",40.7,0.5220071349201708,https://leetcode.com/problems/find-all-anagrams-in-a-string,"Hash Table, Sliding Window, String","String, Hash Table, Sliding Window"
Find The Original Array of Prefix Xor,MEDIUM,3,"IBM, Morgan Stanley, NVIDIA",46.3,0.8810500495257456,https://leetcode.com/problems/find-the-original-array-of-prefix-xor,"Array, Bit Manipulation","Array, Bit Manipulation"
Fraction to Recurring Decimal,MEDIUM,3,"Goldman Sachs, Google, ServiceNow",76.5,0.2622353839768554,https://leetcode.com/problems/fraction-to-recurring-decimal,"Hash Table, Math, String","String, Hash Table, Math"
H-Index,MEDIUM,3,"Bloomberg, ByteDance, NVIDIA",25.6,0.4028673680316871,https://leetcode.com/problems/h-index,"Array, Counting Sort, Sorting","Array, Sorting"
Heaters,MEDIUM,3,"Bloomberg, DEShaw, Intuit",38.0,0.3995299191494197,https://leetcode.com/problems/heaters,"Array, Binary Search, Sorting, Two Pointers","Array, Binary Search, Sorting, Two Pointers"
Least Number of Unique Integers after K Removals,MEDIUM,3,"IBM, JP Morgan, Salesforce",37.4,0.6341766250570863,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,"Array, Counting, Greedy, Hash Table, Sorting","Array, Hash Table, Sorting, Greedy"
Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,MEDIUM,3,"Databricks, Uber, Visa",40.7,0.5675053393759442,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,"Array, Heap (Priority Queue), Monotonic Queue, Ordered Set, Queue, Sliding Window","Array, Queue, Heap / Priority Queue, Sliding Window"
Lowest Common Ancestor of a Binary Tree III,MEDIUM,3,"Atlassian, Linkedln, Meta",43.1,82.5%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,"Binary Tree, Hash Table, Tree, Two Pointers","Tree, Hash Table, Two Pointers"
Maximize Distance to Closest Person,MEDIUM,3,"Amazon, Snap, Snowflake",50.9,48.99%,https://leetcode.com/problems/maximize-distance-to-closest-person,Array,Array
Maximize Greatness of an Array,MEDIUM,3,"BlackRock, NVIDIA, Salesforce",43.3,0.5864617466875623,https://leetcode.com/problems/maximize-greatness-of-an-array,"Array, Greedy, Sorting, Two Pointers","Array, Sorting, Greedy, Two Pointers"
Maximum Number of Events That Can Be Attended,MEDIUM,3,"PayPal, Snowflake, Visa",68.4,0.3292198182552009,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,"Array, Greedy, Heap (Priority Queue), Sorting","Array, Queue, Heap / Priority Queue, Sorting, Greedy"
Maximum Points You Can Obtain from Cards,MEDIUM,3,"DEShaw, Flipkart, Uber",48.4,0.5563702302112898,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,"Array, Prefix Sum, Sliding Window","Array, Sliding Window, Prefix Sum"
Maximum Sum of Distinct Subarrays With Length K,MEDIUM,3,"IBM, NVIDIA, Walmart",65.2,0.4263309346710954,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,"Array, Hash Table, Sliding Window","Array, Hash Table, Sliding Window"
Minimum Add to Make Parentheses Valid,MEDIUM,3,"Meta, NVIDIA, Walmart",68.8,0.746908249713867,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,"Greedy, Stack, String","String, Stack, Greedy"
Minimum Cost For Tickets,MEDIUM,3,"Flipkart, Intuit, Snap",43.5,0.6741371575291961,https://leetcode.com/problems/minimum-cost-for-tickets,"Array, Dynamic Programming","Array, Dynamic Programming"
Minimum Equal Sum of Two Arrays After Replacing Zeros,MEDIUM,3,"Amazon, Citadel, Palantir",50.9,50.16%,https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros,"Array, Greedy","Array, Greedy"
Minimum Knight Moves,MEDIUM,3,"Citadel, Linkedln, NVIDIA",94.2,0.4132915677780459,https://leetcode.com/problems/minimum-knight-moves,Breadth-First Search,BFS
Nested List Weight Sum,MEDIUM,3,"Linkedln, Meta, Snap",77.8,0.8554000344037734,https://leetcode.com/problems/nested-list-weight-sum,"Breadth-First Search, Depth-First Search","BFS, DFS"
Non-overlapping Intervals,MEDIUM,3,"Goldman Sachs, JP Morgan, Snowflake",40.2,0.5550284035532288,https://leetcode.com/problems/non-overlapping-intervals,"Array, Dynamic Programming, Greedy, Sorting","Array, Dynamic Programming, Sorting, Greedy"
Number of Black Blocks,MEDIUM,3,"Twitter, Uber, Visa",89.4,0.3861732264480743,https://leetcode.com/problems/number-of-black-blocks,"Array, Enumeration, Hash Table","Array, Hash Table"
Number of Distinct Islands,MEDIUM,3,"Oracle, ServiceNow, Snap",56.9,0.6225551999482754,https://leetcode.com/problems/number-of-distinct-islands,"Breadth-First Search, Depth-First Search, Hash Function, Hash Table, Union Find","Hash Table, BFS, DFS, Union Find"
Number of Distinct Substrings in a String,MEDIUM,3,"Intuit, ServiceNow, Uber",86.8,0.6454241948153967,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string,"Hash Function, Rolling Hash, String, Suffix Array, Trie","Array, String, Trie"
Number of Divisible Triplet Sums,MEDIUM,3,"IBM, Linkedln, Palantir",81.1,0.6780637725701113,https://leetcode.com/problems/number-of-divisible-triplet-sums,"Array, Hash Table","Array, Hash Table"
Number of Operations to Make Network Connected,MEDIUM,3,"IBM, Intuit, NVIDIA",46.3,0.6466492016136093,https://leetcode.com/problems/number-of-operations-to-make-network-connected,"Breadth-First Search, Depth-First Search, Graph, Union Find","Graph, BFS, DFS, Union Find"
Number of Provinces,MEDIUM,3,"Amazon, Google, Uber",50.9,68.66%,https://leetcode.com/problems/number-of-provinces,"Breadth-First Search, Depth-First Search, Graph, Union Find","Graph, BFS, DFS, Union Find"
Pacific Atlantic Water Flow,MEDIUM,3,"Amazon, Google, ServiceNow",50.9,57.53%,https://leetcode.com/problems/pacific-atlantic-water-flow,"Array, Breadth-First Search, Depth-First Search, Matrix","Array, BFS, DFS, Matrix"
Paint House,MEDIUM,3,"Citadel, Google, Linkedln",38.9,0.6373080782394743,https://leetcode.com/problems/paint-house,"Array, Dynamic Programming","Array, Dynamic Programming"
Perfect Squares,MEDIUM,3,"Citadel, Google, Walmart",47.5,0.556720955872363,https://leetcode.com/problems/perfect-squares,"Breadth-First Search, Dynamic Programming, Math","Dynamic Programming, Math, BFS"
Permutation in String,MEDIUM,3,"Cisco, Goldman Sachs, Oracle",56.2,0.4724785596261267,https://leetcode.com/problems/permutation-in-string,"Hash Table, Sliding Window, String, Two Pointers","String, Hash Table, Two Pointers, Sliding Window"
Populating Next Right Pointers in Each Node II,MEDIUM,3,"Citadel, Snowflake, Walmart",38.9,0.5556620212908557,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii,"Binary Tree, Breadth-First Search, Depth-First Search, Linked List, Tree","Tree, Linked List, BFS, DFS"
Predict the Winner,MEDIUM,3,"Cisco, Flipkart, Salesforce",100.0,0.5574273878146738,https://leetcode.com/problems/predict-the-winner,"Array, Dynamic Programming, Game Theory, Math, Recursion","Array, Dynamic Programming, Recursion, Math"
Process Tasks Using Servers,MEDIUM,3,"Linkedln, PayPal, Twitter",62.0,0.4114853370058328,https://leetcode.com/problems/process-tasks-using-servers,"Array, Heap (Priority Queue)","Array, Queue, Heap / Priority Queue"
Remove Duplicate Letters,MEDIUM,3,"ByteDance, Goldman Sachs, Oracle",87.2,0.5135095841552992,https://leetcode.com/problems/remove-duplicate-letters,"Greedy, Monotonic Stack, Stack, String","String, Stack, Greedy, Monotonic Stack"
Repeated DNA Sequences,MEDIUM,3,"Google, Linkedln, Tesla",16.4,0.5132040320028115,https://leetcode.com/problems/repeated-dna-sequences,"Bit Manipulation, Hash Function, Hash Table, Rolling Hash, Sliding Window, String","String, Hash Table, Bit Manipulation, Sliding Window"
Shortest Bridge,MEDIUM,3,"Flipkart, Snap, Uber",97.5,0.5864849244498144,https://leetcode.com/problems/shortest-bridge,"Array, Breadth-First Search, Depth-First Search, Matrix","Array, BFS, DFS, Matrix"
Shortest Path in Binary Matrix,MEDIUM,3,"Intuit, Meta, Snap",49.0,0.4978870986505351,https://leetcode.com/problems/shortest-path-in-binary-matrix,"Array, Breadth-First Search, Matrix","Array, BFS, Matrix"
Sum Root to Leaf Numbers,MEDIUM,3,"Meta, ServiceNow, Visa",80.5,0.6852760683519554,https://leetcode.com/problems/sum-root-to-leaf-numbers,"Binary Tree, Depth-First Search, Tree","Tree, DFS"
Sum of Subarray Minimums,MEDIUM,3,"Bloomberg, Flipkart, Google",47.6,0.3762351166424223,https://leetcode.com/problems/sum-of-subarray-minimums,"Array, Dynamic Programming, Monotonic Stack, Stack","Array, Dynamic Programming, Stack, Monotonic Stack"
Target Sum,MEDIUM,3,"Google, Salesforce, ServiceNow",37.2,0.5076651123616494,https://leetcode.com/problems/target-sum,"Array, Backtracking, Dynamic Programming","Array, Dynamic Programming, Backtracking"
